competition_track,canonical_position_code,athlete_name,primary_source_url,secondary_source_url,terms_or_access_type,source_confidence,identity_verified,position_verified,era_verified,audit_status,auditor,notes
masculino,meia_central,Kevin De Bruyne,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop,public_or_registered,0.84,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,meia_ofensivo,Zinedine Zidane,https://www.fifa.com/en/archive,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,public_or_registered,0.88,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,meia_ofensivo,Kaka,https://www.fifa.com/en/archive,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,public_or_registered,0.84,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,meia_ofensivo,Ronaldinho,https://www.fifa.com/en/archive,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,public_or_registered,0.86,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,meia_ofensivo,Mesut Ozil,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,meia_ofensivo,David Silva,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_direita,Lionel Messi,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.90,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_direita,Mohamed Salah,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop,public_or_registered,0.84,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_direita,Arjen Robben,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_direita,Luis Figo,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_direita,Angel Di Maria,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_esquerda,Cristiano Ronaldo,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.90,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_esquerda,Neymar,https://www.fifa.com/en/archive,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,public_or_registered,0.86,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_esquerda,Vinicius Junior,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_esquerda,Eden Hazard,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,ponta_esquerda,Franck Ribery,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed inicial pendente de auditoria completa; segunda onda criativa masculina em revisao
masculino,segundo_atacante,Roberto Baggio,https://www.fifa.com/en/archive,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,segundo_atacante,Francesco Totti,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,segundo_atacante,Dennis Bergkamp,https://www.fifa.com/en/archive,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,segundo_atacante,Antoine Griezmann,https://www.fifa.com/en/archive,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,segundo_atacante,Wayne Rooney,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Ronaldo Nazario,https://www.fifa.com/en/archive,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,public_or_registered,0.88,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Thierry Henry,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.86,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Robert Lewandowski,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop,public_or_registered,0.86,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Karim Benzema,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,public_or_registered,0.86,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Erling Haaland,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Diego Torres,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
feminino,goleiro,Hope Solo,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,goleiro,Christiane Endler,https://www.uefa.com/,https://www.transfermarkt.com/,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,lateral_direito,Lucy Bronze,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.86,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina inicial pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_direito,Ellie Carpenter,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina inicial pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Selma Bacha,https://www.uefa.com/,https://www.fifa.com/en/archive,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina inicial pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Sakina Karchaoui,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina inicial pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,zagueiro,Wendie Renard,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.86,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,zagueiro,Irene Paredes,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Keira Walsh,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Saki Kumagai,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,meia_central,Aitana Bonmati,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.88,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_central,Kim Little,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Alexia Putellas,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.88,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Dzsenifer Marozsan,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Delphine Cascarino,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Trinity Rodman,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,public_or_registered,0.74,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Megan Rapinoe,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Lauren Hemp,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,segundo_atacante,Vivianne Miedema,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.84,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,segundo_atacante,Kosovare Asllani,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,centroavante,Sam Kerr,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.86,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,centroavante,Ada Hegerberg,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.84,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,goleiro,Mary Earps,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.84,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,goleiro,Alyssa Naeher,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,goleiro,Ann-Katrin Berger,https://www.uefa.com/,https://www.fifa.com/en/archive,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,lateral_direito,Ona Batlle,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_direito,Emily Fox,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,public_or_registered,0.74,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_direito,Giulia Gwinn,https://www.uefa.com/,https://www.fifa.com/en/archive,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Fridolina Rolfo,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Katie McCabe,https://www.uefa.com/,https://www.fifa.com/en/archive,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Niamh Charles,https://www.uefa.com/,https://www.fifa.com/en/archive,public_or_registered,0.72,pending,pending,pending,in_review_seed_audit,Helena Martins,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,zagueiro,Millie Bright,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,zagueiro,Leah Williamson,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,zagueiro,Mapi Leon,https://www.uefa.com/,https://www.fifa.com/en/archive,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Patri Guijarro,https://www.uefa.com/,https://www.fifa.com/en/archive,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Yui Hasegawa,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Lena Oberdorf,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,meia_central,Lindsey Horan,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.80,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_central,Grace Geyoro,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_central,Rose Lavelle,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,public_or_registered,0.74,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Jill Roord,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Pernille Harder,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.82,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Claudia Pina,https://www.uefa.com/,https://www.fifa.com/en/archive,public_or_registered,0.72,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Caroline Graham Hansen,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.86,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Beth Mead,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Kadidiatou Diani,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.76,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Guro Reiten,https://www.uefa.com/,https://www.fifa.com/en/archive,public_or_registered,0.74,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Salma Paralluelo,https://www.fifa.com/en/archive,https://www.uefa.com/,public_or_registered,0.74,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Mallory Swanson,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,public_or_registered,0.74,pending,pending,pending,in_review_seed_audit,Lara Nascimento,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,segundo_atacante,Sophia Smith,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,public_or_registered,0.78,pending,pending,pending,in_review_seed_audit,Diego Torres,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
